Column1
"$700,000
21 Hipwood Street, Spring Hill
 2 1 1 192 m²
House
Sold on 12 Jul 2018"
"$360,000
46/78 Brookes Street, Bowen Hills
 2 2 1
Apartment
Sold on 09 Jul 2018"
"$655,000
68/36 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 23 May 2018"
"$665,000
69/36 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 11 May 2018"
"$670,000
115/53 Vernon Terrace, Teneriffe
 2 2 1 104 m²
Apartment
Sold on 13 Apr 2018"
"$570,000
626/16 Skyring Terrace, Teneriffe
 2 2 2
Apartment
Sold on 27 Mar 2018"
"$345,000
221/587 Gregory Terrace, Fortitude Valley
 2 1 1 79 m²
Apartment
Sold on 20 Mar 2018"
"$625,000
804/53 Wyandra Street, Teneriffe
 2 2 1
Apartment
Sold on 16 Mar 2018"
"$485,000
310/51 Hope Street, Spring Hill
 2 2 1
Apartment
Sold on 11 Mar 2018"
"$425,000
61/454 Upper Edward St, Spring Hill
 2 2 1
Apartment
Sold on 20 Nov 2017"
"$335,000
21/6 Primrose Street, Bowen Hills
 2 2 1 98 m²
Apartment
Sold on 17 Nov 2017"
"$700,000
53 Wyandra Street, Teneriffe
 2 2 1
Apartment
Sold on 06 Nov 2017"
"$750,000
38 Helen Street, Teneriffe
 2 2 1
Apartment
Sold on 03 Nov 2017"
"$353,000
4/6 Primrose Street, Bowen Hills
 2 2 1 105 m²
Unit
Sold on 10 Oct 2017"
"$610,000
330/71 Beeston Street, Teneriffe
 2 2 2 129 m²
Apartment
Sold on 12 Sep 2017"
"$615,000
58/68 Beeston Street, Teneriffe
 2 2 1 133 m²
Apartment
Sold on 11 Aug 2017"
"$505,000
26/287 WICKHAM TCE, Spring Hill
 2 2 1
Apartment
Sold on 25 Jul 2017"
"$755,000
49/166 Sydney Street, New Farm
 2 2 1
Apartment
Sold on 29 Jun 2017"
"$615,000
601/53 Wyandra Street, Teneriffe
 2 2 1
Apartment
Sold on 04 May 2017"
"$731,000
38 Helen Street, Teneriffe
 2 2 1 140 m²
Apartment
Sold on 29 Apr 2017"
"$427,500
454 Upper Edward Street, Spring Hill
 2 2 1
Apartment
Sold on 13 Mar 2017"
"$495,000
40/258 Arthur Street, Teneriffe
 2 2 1
Apartment
Sold on 25 Jan 2017"
"$587,000
623/16 Skyring Tce, Teneriffe
 2 2 2
Unit
Sold on 22 Nov 2016"
"$730,000
56/166 Sydney Street, New Farm
 2 2 1
Apartment
Sold on 21 Nov 2016"
"$767,500
2106/30 Festival Place, Newstead
 2 2 1 132 m²
Apartment
Sold on 11 Oct 2016"
"$720,000
44/19 Dixon Street, New Farm
 2 2 1
Apartment
Sold on 27 Jul 2016"
"$475,000
711/8 Jeays Street, Bowen Hills
 2 2 1
Apartment
Sold on 06 Jul 2016"
"$800,000
69/54 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 09 Jun 2016"
"$612,500
45/7C Boyd Street, Bowen Hills
 2 2 2
Apartment
Sold on 08 Jun 2016"
"$525,000
142/53 Vernon Terrace, Teneriffe
 2 2 1 115.72 m²
Unit
Sold on 03 May 2016"
"$666,000
61/36 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 07 Mar 2016"
"$430,222
59/78 Brookes Street, Bowen Hills
 2 2 1
Unit
Sold on 05 Jan 2016"
"$720,000
301/88 Macquarie St, Teneriffe
 2 2 1 165 m²
Unit
Sold on 04 Jan 2016"
"$387,000
20/6 Primrose Street, Bowen Hills
 2 2 1 101 m²
Unit
Sold on 30 Nov 2015"
"$680,000
111/24 Macquarie Street, Teneriffe
 2 2 2 145 m²
Apartment
Sold on 27 Nov 2015"
"$785,000
103/24 Macquarie Street, Teneriffe
 2 2 1
Apartment
Sold on 13 Nov 2015"
"$406,000
40/6 Primrose Street, Bowen Hills
 2 2 1
Apartment
Sold on 12 Oct 2015"
"$829,000
153/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 09 Oct 2015"
"$313,000
36/189 Leichhardt Street, Spring Hill
 2 2 1
Unit
Sold on 03 Sep 2015"
"$565,000
64/170 LEICHHARDT ST, Spring Hill
 2 2 2
Apartment
Sold on 22 Apr 2015"
"$565,000
45/52 Newstead Terrace, Newstead
 2 2 1 116 m²
Apartment
Sold on 16 Mar 2015"
"$555,000
214/64 Macquarie St, Teneriffe
 2 1 1
Apartment
Sold on 26 Feb 2015"
"$517,000
202/51 Hope Street, Spring Hill
 2 2 1
Unit
Sold on 12 Nov 2014"
"$540,000
51 HOPE ST, Spring Hill
 2 2 1
Apartment
Sold on 25 Sep 2014"
"$490,000
20/287 Wickham Terrace, Spring Hill
 2 2 1
Apartment
Sold on 17 Sep 2014"
"$665,000
5/1 Dixon Street, New Farm
 2 2 1 133 m²
Apartment
Sold on 09 Aug 2014"
"$683,500
166 Sydney Street, New Farm
 2 2 1
Apartment
Sold on 22 May 2014"
"$485,000
8/287 Wickham Terrace, Spring Hill
 2 2 1 108 m²
Apartment
Sold on 05 Jun 2013"
"$398,000
223/83 Robertson Street, Fortitude Valley
 2 2 1
Apartment
Sold on 18 May 2012"
"$350,000
12/35 Gotha Street, Fortitude Valley
 2 1 1
Apartment
Sold on 25 Aug 2020"
"$680,000
38/166 Sydney Street, New Farm
 2 2 1 96 m²
Apartment
Sold on 29 Jul 2020"
"$563,000
143/53 Vernon Tce, Teneriffe
 2 2 1 96 m²
Apartment
Sold on 20 Mar 2020"
"$527,500
1308/30 Festival Place, Newstead
 2 2 1
Apartment
Sold on 03 Feb 2020"
"$517,000
20/4 Wandoo Street, Fortitude Valley
 2 2 1 146 m²
Unit
Sold on 17 Jan 2020"
"$475,000
5/46 Arthur Street, Fortitude Valley
 2 3 2
Apartment
Sold on 08 Jan 2020"
"$635,000
11/22 Arthur Street, Fortitude Valley
 2 2 1
Apartment
Sold on 01 Dec 2019"
"$557,000
23/258 Arthur Street, Teneriffe
 2 2 1 135 m²
Apartment
Sold on 01 Oct 2019"
"$444,000
107/170 Leichhardt St, Spring Hill
 2 2 1 101 m²
Apartment
Sold on 27 Sep 2019"
"$420,000
1409/348 Water St, Fortitude Valley
 2 2 1 66 m²
Unit
Sold on 06 Sep 2019"
"$755,000
42/110 Macquarie Street, Teneriffe
 2 2 1
Apartment
Sold on 15 Jul 2019"
"$500,000
204/100 Bowen Terrace, Fortitude Valley
 2 2 1
Apartment
Sold on 30 Mar 2019"
"$368,000
25/78 Brookes St, Bowen Hills
 2 2 1
Unit
Sold on 11 Feb 2019"
"$496,000
340/51 Hope Street, Spring Hill
 2 2 2 94 m²
Apartment
Sold on 06 Sep 2018"
"$415,000
612/8 Jeays Street, Bowen Hills
 2 2 1 87 m²
Apartment
Sold on 03 Aug 2018"
"$312,000
16/6 Primrose Street, Bowen Hills
 2 2 1
Apartment
Sold on 20 Jun 2018"
"$343,000
48/78 Brookes Street, Bowen Hills
 2 2 1 83 m²
Apartment
Sold on 25 Jan 2018"
"$610,000
403/53 Wyandra Street, Teneriffe
 2 2 1 139 m²
Unit
Sold on 05 Jan 2018"
"$505,000
28/46 Arthur street, Fortitude Valley
 2 2 2
Apartment
Sold on 02 Dec 2017"
"$595,000
623/8 Skyring Terrace, Teneriffe
 2 2 2 102 m²
Apartment
Sold on 30 Nov 2017"
"$425,000
55/454 Upper Edward Street, Spring Hill
 2 2 1
Apartment
Sold on 06 Nov 2017"
"$360,000
8 Jeays St, Bowen Hills
 2 2 1
Unit
Sold on 31 Aug 2017"
"$1,105,000
126 Lamington Street, New Farm
 2 2 2 200 m²
Apartment
Sold on 20 Jun 2017"
"$398,000
41 Gotha Street, Fortitude Valley
 2 2 1
Unit
Sold on 04 May 2017"
"$425,000
218/587 Gregory Terrace, Fortitude Valley
 2 2 1
Apartment
Sold on 08 Mar 2017"
"$437,500
51/454 Upper Edward St, Spring Hill
 2 2 1
Apartment
Sold on 07 Mar 2017"
"$460,000
135/454 Upper Edward Street, Spring Hill
 2 2 1
Apartment
Sold on 23 Feb 2017"
"$400,000
Apartment 2076/16 Hamilton Place, Bowen Hills
 2 2 1 70 m²
Apartment
Sold on 25 Oct 2016"
"$412,500
1000 Ann Street, Fortitude Valley
 2 1 1
Unit
Sold on 14 Sep 2016"
"$507,000
53 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 07 Jun 2016"
"$412,500
36/454 Upper Edward St, Spring Hill
 2 1 1 147 m²
Apartment
Sold on 04 May 2016"
"$650,000
34 Moray Street, New Farm
 2 2 2
Apartment
Sold on 21 Apr 2016"
"$720,000
301/88 Macquarie St, Teneriffe
 2 2 1 165 m²
Unit
Sold on 11 Mar 2016"
"$570,000
110 Macquarie Street, Teneriffe
 2 1 2 86 m²
Apartment
Sold on 19 Jan 2016"
"$550,000
9/10 Vernon Terrace, Teneriffe
 2 2 1 104 m²
Apartment
Sold on 15 Jan 2016"
"$430,000
121/83 Robertson Street, Fortitude Valley
 2 2 1
Apartment
Sold on 30 Dec 2015"
"$730,000
22 Florence Street, Teneriffe
 2 2 1 133 m²
Apartment
Sold on 22 Dec 2015"
"$415,000
66/454 Upper Edward Street, Spring Hill
 2 1 1
Apartment
Sold on 16 Dec 2015"
"$420,000
141 Campbell Street, Bowen Hills
 2 2 1
Apartment
Sold on 30 Nov 2015"
"$752,500
902/53 Wyandra Street, Teneriffe
 2 2 1 124 m²
Apartment
Sold on 20 Oct 2015"
"$410,000
120/563-587 Gregory Terrace, Bowen Hills
 2 1 1 79 m²
Unit
Sold on 08 Oct 2015"
"$460,000
28/2 Berwick Street, Fortitude Valley
 2 2 1
Apartment
Sold on 21 Sep 2015"
"$610,000
43 Beeston Street, Teneriffe
 2 2 1 89 m²
Apartment
Sold on 31 Aug 2015"
"$655,000
1212/8 Church Street, Fortitude Valley
 2 2 2
Apartment
Sold on 19 Aug 2015"
"$470,000
501/20 Malt Street, Fortitude Valley
 2 2 1 103 m²
Apartment
Sold on 28 Jul 2015"
"$462,500
313/78 Arthur Street, Fortitude Valley
 2 2 1
Apartment
Sold on 09 Jul 2015"
"$675,000
9/26 Merthyr Rd, New Farm
 2 2 1 910.45 m²
Apartment
Sold on 02 Jul 2015"
"$485,000
454 Upper Edward Street, Spring Hill
 2 2 1 108 m²
Apartment
Sold on 22 Jun 2015"
"$530,000
35/9 Doggett Street, Fortitude Valley
 2 2 1
Apartment
Sold on 01 Jun 2015"
"$680,000
206/88 Macquarie Street, Teneriffe
 2 2 1
Apartment
Sold on 22 May 2015"
"$648,000
65/36 VERNON TCE, Teneriffe
 2 2 1
Apartment
Sold on 11 May 2015"
"$618,000
227/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 10 Apr 2015"
"$690,000
207/24 Macquarie Street, Teneriffe
 2 2 1 110 m²
Apartment
Sold on 14 Mar 2015"
"$460,000
123/71 Beeston Street, Teneriffe
 2 1 1 92 m²
Unit
Sold on 25 Feb 2015"
"$730,000
15/145 Moray Street, New Farm
 2 1 2
Apartment
Sold on 09 Feb 2015"
"$465,000
740/1000 Ann Street, Fortitude Valley
 2 2 1
Apartment
Sold on 02 Feb 2015"
"$915,000
Address available on request, Teneriffe
 2 2 1
Apartment
Sold on 21 Jan 2015"
"$475,000
44/454 Upper Edward Street, Spring Hill
 2 2 1 96 m²
Unit
Sold on 16 Dec 2014"
"$810,000
104/88 Macquarie Street, Teneriffe
 2 2 1 165 m²
Apartment
Sold on 27 Nov 2014"
"$810,000
50 Vernon Terrace, Teneriffe
 2 2 1 1,235.61 m²
Apartment
Sold on 19 Nov 2014"
"$515,500
40/9 Doggett Street, Fortitude Valley
 2 2 1
Apartment
Sold on 11 Nov 2014"
"$553,000
Address available on request, Fortitude Valley
 2 2 1
Unit
Sold on 15 Oct 2014"
"$550,000
144/53 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 14 Oct 2014"
"$567,000
214/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 08 Oct 2014"
"$585,000
413/100 Bowen Terrace, Fortitude Valley
 2 2 1 110 m²
Apartment
Sold on 07 Oct 2014"
"$540,000
225/51 Hope Street, Spring Hill
 2 2 1 101 m²
Apartment
Sold on 01 Oct 2014"
"$613,000
Address available on request, Fortitude Valley
 2 2 1
Unit
Sold on 23 Sep 2014"
"$750,000
902/53 Wyandra Street, Teneriffe
 2 2 1 124 m²
Apartment
Sold on 11 Aug 2014"
"$640,000
606/53 Wyandra Street, Teneriffe
 2 2 1 107 m²
Unit
Sold on 04 Aug 2014"
"$400,000
212/83 ROBERTSON ROAD, Fortitude Valley
 2 2 1 120 m²
Unit
Sold on 29 Jul 2014"
"$437,500
16/454 Upper Edward Street, Spring Hill
 2 1 1 87 m²
Unit
Sold on 09 Jul 2014"
"$500,000
9/9 Degree Apartments, Doggett Street, Fortitude Valley
 2 2 1 1,105.55 m²
Unit
Sold on 30 Jun 2014"
"$535,000
7/9 Degree Apartment Doggett Street, Fortitude Valley
 2 2 1 118 m²
Unit
Sold on 18 Jun 2014"
"$445,000
102/454 Upper Edward Street, Spring Hill
 2 1 1
Apartment
Sold on 30 May 2014"
"$685,000
332/64 Macquarie Street, Teneriffe
 2 2 2
Apartment
Sold on 26 May 2014"
"$700,000
309/88 Macquarie Street, Teneriffe
 2 2 1
Apartment
Sold on 19 May 2014"
"$550,000
340 Boundary Street, Spring Hill
 2 2 1
Unit
Sold on 19 May 2014"
"$660,000
40/20 Newstead Terrace, Newstead
 2 2 1
Apartment
Sold on 07 Apr 2014"
"$585,000
10 Vernon Terrace, Teneriffe
 2 2 1 112 m²
Apartment
Sold on 06 Mar 2014"
"$462,500
137/83 Robertson Street, Fortitude Valley
 2 2 1 102 m²
Apartment
Sold on 05 Mar 2014"
"$470,000
364/1000 Ann Street, Fortitude Valley
 2 1 1
Apartment
Sold on 25 Feb 2014"
"$650,000
706/53 Wyandra Street, Teneriffe
 2 2 1 92 m²
Apartment
Sold on 11 Feb 2014"
"$437,800
226/83 Robertson Street, Fortitude Valley
 2 2 1 100 m²
Apartment
Sold on 03 Feb 2014"
"$705,000
54 Vernon Terrace, Teneriffe
 2 2 1 155 m²
Apartment
Sold on 31 Jan 2014"
"$576,000
211/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 16 Dec 2013"
"$640,000
111/24 Macquarie Street, Teneriffe
 2 2 2 142 m²
Apartment
Sold on 09 Dec 2013"
"$550,000
10 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 09 Dec 2013"
"$540,000
53 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 09 Dec 2013"
"$925,000
54 Vernon Terrace, Teneriffe
 2 2 1 172 m²
Apartment
Sold on 30 Nov 2013"
"$370,000
16 Skyring Terrace, Teneriffe
 2 1 1
Unit
Sold on 14 Nov 2013"
"$620,000
53 Vernon Terrace, Teneriffe
 2 2 1 137 m²
Apartment
Sold on 05 Nov 2013"
"$965,000
126 Lamington Street, New Farm
 2 2 2 200 m²
Apartment
Sold on 04 Oct 2013"
"$470,000
401/338 Water Street, Fortitude Valley
 2 1 1
Apartment
Sold on 25 Sep 2013"
"$563,000
1201/338 Water Street, Fortitude Valley
 2 2 1
Apartment
Sold on 15 Jul 2013"
"$617,000
304/88 Macquarie Street, Teneriffe
 2 2 1
Apartment
Sold on 17 Jun 2013"
"$375,000
78 Brookes St, Bowen Hills
 2 2 1 112 m²
Apartment
Sold on 30 May 2013"
"$385,000
141 Campbell Street, Bowen Hills
 2 2 1
Apartment
Sold on 03 May 2013"
"$455,000
8033/482 St Pauls Terrace, Bowen Hills
 2 1 9.29 m²
Apartment
Sold on 04 Apr 2013"
"$875,000
61/110 Macquarie Street, Teneriffe
 2 2 1 144 m²
Apartment
Sold on 20 Mar 2013"
"$380,000
3207/141 Campbell Street, Bowen Hills
 2 2 2
Apartment
Sold on 19 Mar 2013"
"$449,000
136/53 Vernon Tce, Teneriffe
 2 1 1
Apartment
Sold on 15 Feb 2013"
"$567,000
242/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 06 Feb 2013"
"$500,000
208/587 Gregory Terrace, Fortitude Valley
 2 2 1
Apartment
Sold on 20 Dec 2012"
"$460,000
1000 Ann Street, Fortitude Valley
 2 2 1
Apartment
Sold on 19 Dec 2012"
"$432,000
53 VERNON TERRACE, Teneriffe
 2 1 1
Apartment
Sold on 08 Nov 2012"
"$500,000
53 Vernon Terrace, Teneriffe
 2 2 1 94 m²
Apartment
Sold on 02 Nov 2012"
"$436,000
107/1000 Ann Street, Fortitude Valley
 2 2 1 95 m²
Apartment
Sold on 29 Aug 2012"
"$409,500
23/6 Primrose Street, Fortitude Valley
 2 2 1 111 m²
Unit
Sold on 27 Aug 2012"
"$568,000
36 Vernon Terrace, Teneriffe
 2 2 1
Apartment
Sold on 12 Aug 2012"
"$565,000
30/9 Doggett Street, Fortitude Valley
 2 2 1
Apartment
Sold on 07 Aug 2012"
"$495,000
614/16 Skyring Terrace, Teneriffe
 2 2 2
Apartment
Sold on 01 Aug 2012"
"$370,000
587 Gregory Tce, Fortitude Valley
 2 1 1 77.11 m²
Apartment
Sold on 13 Jun 2012"
"$575,000
53 Vernon Terrace, Teneriffe
 2 2 1 104 m²
Apartment
Sold on 17 May 2012"
"$540,000
208/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 12 Apr 2012"
"$730,000
305/88 Macquarie Street, Teneriffe
 2 2 1 135 m²
Apartment
Sold on 02 Apr 2012"
"$440,000
Level 5 / 20 Malt Street, Fortitude Valley
 2 2 1
Unit
Sold on 01 Apr 2012"
"$570,000
258 Arthur St, Teneriffe
 2 2 1
Apartment
Sold on 12 Mar 2012"
"$435,000
61/454 Upper Edward St, Spring Hill
 2 2 1
Apartment
Sold on 27 Dec 2011"
"$543,000
204/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 23 Dec 2011"
"$620,000
14/45 Doggett Street, Teneriffe
 2 2 2
Unit
Sold on 12 Nov 2011"
"$565,000
211/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 08 Nov 2011"
"$470,000
Unit,68 Beeston Street, Teneriffe
 2 2 1 134 m²
Apartment
Sold on 03 Nov 2011"
"$570,000
13/159 Sydney Street, New Farm
 2 2 1 94 m²
Unit
Sold on 20 Oct 2011"
"$429,000
Address available on request, Fortitude Valley
 2 2 1 100 m²
Apartment
Sold on 03 Oct 2011"
"$770,000
54 Vernon Tce, Teneriffe
 2 2 1 172 m²
Apartment
Sold on 22 Jul 2011"
"$415,000
8/6 Primrose Street, Bowen Hills
 2 2 1 164 m²
Unit
Sold on 16 Apr 2011"
"$550,000
53 Vernon Terrace, Teneriffe
 2 2 1 77 m²
Apartment
Sold on 09 Dec 2010"
"$455,000
137/83 Robertson Street, Fortitude Valley
 2 2 1 102 m²
Apartment
Sold on 30 Nov 2010"
"$450,000
139/53 Vernon Terrace, Newstead
 2 2 1
Apartment
Sold on 14 Sep 2010"
"$1,170,000
1432/22 Flinders Apartments, Refinery Parade, Cutters Landing, New Farm
 2 2 2
Apartment
Sold on 04 May 2010"
"$560,000
53 Vernon Tce, Teneriffe
 2 1 1 69 m²
Apartment
Sold on 06 Jan 2010"
"$792,000
22/34 Moray Street, New Farm
 2 2 2 186 m²
Unit
Sold on 25 Nov 2009"
"$395,000
133/83 Robertson Street, Fortitude Valley
 2 2 1
Unit
Sold on 02 Jul 2009"
"$640,000
Address available on request, Teneriffe
 2 2 1 141 m²
Apartment
Sold on 15 Jun 2009"
"$545,000
Address available on request, Teneriffe
 2 2 1 112 m²
Apartment
Sold on 30 May 2009"
"$400,000
106/53 Vernon Tce 'Mactaggarts Place', Teneriffe
 2 1 1
Apartment
Sold on 24 Apr 2009"
"$685,000
21/69 Leichhardt Street, Spring Hill
 2 2 2 203 m²
Apartment
Sold on 07 Mar 2009"
"$1,165,000
Address available on request, New Farm
 2 2 2 157 m²
Apartment
Sold on 27 Nov 2008"
"$595,000
Address available on request, Teneriffe
 2 2 1 107 m²
Apartment
Sold on 27 Nov 2008"
"$605,000
343/71 Beeston Street, Teneriffe
 2 2 2
Unit
Sold on 18 Jul 2008"
"$725,000
1046/12 Longland Street, Newstead
 2 2 1
Apartment
Sold on 23 Dec 2019"
"$600,000
601/53 Wyandra Street, Teneriffe
 2 2 1 115 m²
Apartment
Sold on 09 Dec 2019"
"$360,000
215/977 ANN STREET, Fortitude Valley
 2 2 1 70 m²
Apartment
Sold on 06 Nov 2019"
"$365,000
301/977 ANN, Fortitude Valley
 2 2 1 650.32 m²
Apartment
Sold on 11 Oct 2019"
"$620,000
62/36 Vernon Tce, Teneriffe
 2 2 1 98 m²
Apartment
Sold on 30 Sep 2019"
"$711,000
204/18 Longland Street, Newstead
 2 2 1 105 m²
Apartment
Sold on 06 Sep 2019"
"$570,000
1210/12 Cunningham Street, Newstead
 2 2 1
Apartment
Sold on 12 Aug 2019"
"$490,000
34/9 Doggett Street, Fortitude Valley
 2 2 2
Apartment
Sold on 01 Jul 2019"
"$605,000
14/145 Moray Street, New Farm
 2 1 2 144 m²
Apartment
Sold on 29 Jun 2019"
"$749,000
504/18 Longland Street, Newstead
 2 2 1
Apartment
Sold on 29 Apr 2019"
"$605,000
605/31 Longland Street, Newstead
 2 2 1 99 m²
Apartment
Sold on 29 Apr 2019"
"$570,000
236/71 Beeston Street, Teneriffe
 2 2 2
Apartment
Sold on 30 Mar 2019"
"$990,000
1176/ 12 Longland Street, Newstead
 2 2 2
Apartment
Sold on 21 Mar 2019"
"$520,000
4/120 Sydney Street, New Farm
 2 2 1
Apartment
Sold on 10 Jan 2019"
"$615,000
1304/30 Festival Place, Newstead
 2 2 1
Apartment
Sold on 08 Jan 2019"
"$523,000
608/53 Wyandra Street, Teneriffe
 2 2 1
Apartment
Sold on 10 Dec 2018"
"$341,000
33/6 Primrose Street, Bowen Hills
 2 2 1
Apartment
Sold on 12 Oct 2018"
"$575,000
502/31 Longland Street, Newstead
 2 2 1
Apartment
Sold on 20 Sep 2018"
"$332,500
20/128 Bowen Street, Spring Hill
 2 1 1
Unit
Sold on 20 Aug 2018"
"$533,000
313/100 Bowen Terrace, Fortitude Valley
 2 2 1 110 m²
Apartment
Sold on 11 Apr 2018"
"$385,000
4601/141 Campbell Street, Bowen Hills
 2 2 1
Apartment
Sold on 02 Feb 2018"
"$415,000
405/292 Boundary Street, Spring Hill
 2 2 1 95 m²
Apartment
Sold on 30 Nov 2017"
"$360,000
42/454 Upper Edward Street, Spring Hill
 2 1 1 67 m²
Apartment
Sold on 06 Sep 2017"
"$372,500
56/78 Brookes Street, Bowen Hills
 2 2 1
Apartment
Sold on 12 Jul 2017"
"$890,000
2146/48 Skyring Terrace, Newstead
 2 2 2 135 m²
Apartment
Sold on 23 Apr 2017"
"$485,000
43/176 Sydney Street, New Farm
 2 2 1 99 m²
Unit
Sold on 12 Apr 2017"
"$515,000
156/53 Vernon Terrace, Teneriffe
 2 1 1
Apartment
Sold on 07 Feb 2017"
"$400,000
2046/16 Hamilton Place, Bowen Hills
 2 2 1
Apartment
Sold on 28 Nov 2016"
"$645,000
319/100 Bowen Terrace, Fortitude Valley
 2 2 1 122 m²
Apartment
Sold on 25 Nov 2016"
"$635,000
2109/30 Festival Place, Newstead
 2 2 1 947.61 m²
Apartment
Sold on 24 May 2016"
"$426,000
4501/141 Campbell Street, Bowen Hills
 2 2 1
Apartment
Sold on 08 Feb 2016"
"$572,000
21/258 Arthur Street, Teneriffe
 2 2 1 128 m²
Apartment
Sold on 22 Dec 2015"
"$645,000
805/53 Wyandra Street, Teneriffe
 2 2 1
Apartment
Sold on 07 Oct 2015"
"$555,000
230/51 Hope Street, Spring Hill
 2 2 1 103 m²
Apartment
Sold on 09 Oct 2014"
